trip_id,arrival_time,departure_time,stop_id,stop_sequence
FW_4,13:15:00,13:15:00,40_71,54
FW_4,13:21:00,13:21:00,72,55
FW_4,13:22:00,13:22:00,38_73,56
FW_4,13:23:00,13:23:00,74,57
FW_4,13:25:00,13:25:00,75,58
FW_4,13:26:00,13:26:00,76,59
FW_4,13:28:00,13:28:00,77,60
FW_4,13:30:00,13:30:00,78,61
FW_4,13:32:00,13:32:00,79,62
FW_4,13:36:00,13:36:00,35_80,63
FW_4,13:38:00,13:38:00,81,64
FW_4,13:42:00,13:42:00,83,65
FW_4,13:50:00,13:50:00,85,66
FW_4,13:52:00,13:52:00,86,67
FW_4,13:55:00,13:55:00,87,68
FW_4,14:00:00,14:00:00,29_88,69
FW_4,14:02:00,14:02:00,91,70
FW_4,14:04:00,14:04:00,27_92,71
FW_4,14:05:00,14:05:00,93,72
FW_4,14:06:00,14:06:00,94,73
FW_4,14:06:30,14:06:30,95,74
FW_4,14:08:00,14:08:00,96,75
FW_4,14:09:00,14:09:00,97,76
FW_4,14:10:00,14:10:00,98,77
FW_4,14:12:00,14:12:00,99,78
FW_4,14:14:00,14:14:00,100,79
FW_4,14:15:00,14:15:00,101,80
FW_4,14:15:30,14:15:30,102,81
FW_4,14:16:00,14:16:00,103,82
FW_4,14:17:00,14:17:00,104,83
FW_4,14:22:00,14:22:00,11,84
FW_4,14:24:00,14:24:00,106_171,85
FW_5,13:20:00,13:20:00,55_58,42
FW_5,13:25:00,13:25:00,54_59,43
FW_5,13:32:00,13:32:00,53_60,44
FW_5,13:33:00,13:33:00,61,45
FW_5,13:34:00,13:34:00,50_63,46
FW_5,13:41:00,13:41:00,49_64,47
FW_5,13:43:00,13:43:00,48_65,48
FW_5,13:50:00,13:50:00,44_66,49
FW_5,13:57:00,13:57:00,43_67,50
FW_5,14:00:00,14:00:00,41_68,51
FW_5,14:02:00,14:02:00,69,52
FW_5,14:06:00,14:06:00,70,53
FW_5,14:15:00,14:15:00,40_71,54
FW_5,14:21:00,14:21:00,72,55
FW_5,14:22:00,14:22:00,38_73,56
FW_5,14:23:00,14:23:00,74,57
FW_5,14:25:00,14:25:00,75,58
FW_5,14:26:00,14:26:00,76,59
FW_5,14:28:00,14:28:00,77,60
FW_5,14:30:00,14:30:00,78,61
FW_5,14:32:00,14:32:00,79,62
FW_5,14:36:00,14:36:00,35_80,63
FW_5,14:38:00,14:38:00,81,64
FW_5,14:42:00,14:42:00,83,65
FW_5,14:50:00,14:50:00,85,66
FW_5,14:52:00,14:52:00,86,67
FW_5,14:55:00,14:55:00,87,68
FW_5,15:00:00,15:00:00,29_88,69
FW_5,15:02:00,15:02:00,91,70
FW_5,15:04:00,15:04:00,27_92,71
FW_5,15:05:00,15:05:00,93,72
FW_5,15:06:00,15:06:00,94,73
FW_5,15:06:30,15:06:30,95,74
FW_5,15:08:00,15:08:00,96,75
FW_5,15:09:00,15:09:00,97,76
FW_5,15:10:00,15:10:00,98,77
FW_5,15:12:00,15:12:00,99,78
FW_5,15:14:00,15:14:00,100,79
FW_5,15:15:00,15:15:00,101,80
FW_5,15:15:30,15:15:30,102,81
FW_5,15:16:00,15:16:00,103,82
FW_5,15:17:00,15:17:00,104,83
FW_5,15:22:00,15:22:00,11,84
FW_5,15:24:00,15:24:00,106_171,85
FW_6,14:20:00,14:20:00,55_58,42
FW_6,14:25:00,14:25:00,54_59,43
FW_6,14:32:00,14:32:00,53_60,44
FW_6,14:33:00,14:33:00,61,45
FW_6,14:34:00,14:34:00,50_63,46
FW_6,14:41:00,14:41:00,49_64,47
FW_6,14:43:00,14:43:00,48_65,48
FW_6,14:50:00,14:50:00,44_66,49
FW_6,14:57:00,14:57:00,43_67,50
FW_6,15:00:00,15:00:00,41_68,51
FW_6,15:02:00,15:02:00,69,52
FW_6,15:06:00,15:06:00,70,53
FW_6,15:15:00,15:15:00,40_71,54
FW_6,15:21:00,15:21:00,72,55
FW_6,15:22:00,15:22:00,38_73,56
FW_6,15:23:00,15:23:00,74,57
FW_6,15:25:00,15:25:00,75,58
FW_6,15:26:00,15:26:00,76,59
FW_6,15:28:00,15:28:00,77,60
FW_6,15:30:00,15:30:00,78,61
FW_6,15:32:00,15:32:00,79,62
FW_6,15:36:00,15:36:00,35_80,63
FW_6,15:38:00,15:38:00,81,64
FW_6,15:42:00,15:42:00,83,65
FW_6,15:50:00,15:50:00,85,66
FW_6,15:52:00,15:52:00,86,67
FW_6,15:55:00,15:55:00,87,68
FW_6,16:00:00,16:00:00,29_88,69
FW_6,16:02:00,16:02:00,91,70
FW_6,16:04:00,16:04:00,27_92,71
FW_6,16:05:00,16:05:00,93,72
FW_6,16:06:00,16:06:00,94,73
FW_6,16:06:30,16:06:30,95,74
FW_6,16:08:00,16:08:00,96,75
FW_6,16:09:00,16:09:00,97,76
FW_6,16:10:00,16:10:00,98,77
FW_6,16:12:00,16:12:00,99,78
FW_6,16:14:00,16:14:00,100,79
FW_6,16:15:00,16:15:00,101,80
FW_6,16:15:30,16:15:30,102,81
FW_6,16:16:00,16:16:00,103,82
FW_6,16:17:00,16:17:00,104,83
FW_6,16:22:00,16:22:00,11,84
FW_6,16:24:00,16:24:00,106_171,85
FW_7,15:20:00,15:20:00,55_58,42
FW_7,15:25:00,15:25:00,54_59,43
FW_7,15:32:00,15:32:00,53_60,44
FW_7,15:33:00,15:33:00,61,45
FW_7,15:34:00,15:34:00,50_63,46
FW_7,15:41:00,15:41:00,49_64,47
FW_7,15:43:00,15:43:00,48_65,48
FW_7,15:50:00,15:50:00,44_66,49
FW_7,15:57:00,15:57:00,43_67,50
FW_7,16:00:00,16:00:00,41_68,51
FW_7,16:02:00,16:02:00,69,52
FW_7,16:06:00,16:06:00,70,53
FW_7,16:15:00,16:15:00,40_71,54
FW_7,16:21:00,16:21:00,72,55
FW_7,16:22:00,16:22:00,38_73,56
FW_7,16:23:00,16:23:00,74,57
FW_7,16:25:00,16:25:00,75,58
FW_7,16:26:00,16:26:00,76,59
FW_7,16:28:00,16:28:00,77,60
FW_7,16:30:00,16:30:00,78,61
FW_7,16:32:00,16:32:00,79,62
FW_7,16:36:00,16:36:00,35_80,63
FW_7,16:38:00,16:38:00,81,64
FW_7,16:42:00,16:42:00,83,65
FW_7,16:50:00,16:50:00,85,66
FW_7,16:52:00,16:52:00,86,67
FW_7,16:55:00,16:55:00,87,68
FW_7,17:00:00,17:00:00,29_88,69
FW_7,17:02:00,17:02:00,91,70
FW_7,17:04:00,17:04:00,27_92,71
FW_7,17:05:00,17:05:00,93,72
FW_7,17:06:00,17:06:00,94,73
FW_7,17:06:30,17:06:30,95,74
FW_7,17:08:00,17:08:00,96,75
FW_7,17:09:00,17:09:00,97,76
FW_7,17:10:00,17:10:00,98,77
FW_7,17:12:00,17:12:00,99,78
FW_7,17:14:00,17:14:00,100,79
FW_7,17:15:00,17:15:00,101,80
FW_7,17:15:30,17:15:30,102,81
FW_7,17:16:00,17:16:00,103,82
FW_7,17:17:00,17:17:00,104,83
FW_7,17:22:00,17:22:00,11,84
FW_7,17:24:00,17:24:00,106_171,85
FW_8,16:20:00,16:20:00,55_58,42
FW_8,16:25:00,16:25:00,54_59,43
FW_8,16:32:00,16:32:00,53_60,44
FW_8,16:33:00,16:33:00,61,45
FW_8,16:34:00,16:34:00,50_63,46
FW_8,16:41:00,16:41:00,49_64,47
FW_8,16:43:00,16:43:00,48_65,48
FW_8,16:50:00,16:50:00,44_66,49
FW_8,16:57:00,16:57:00,43_67,50
FW_8,17:00:00,17:00:00,41_68,51
FW_8,17:02:00,17:02:00,69,52
FW_8,17:06:00,17:06:00,70,53
FW_8,17:15:00,17:15:00,40_71,54
FW_8,17:21:00,17:21:00,72,55
FW_8,17:22:00,17:22:00,38_73,56
FW_8,17:23:00,17:23:00,74,57
FW_8,17:25:00,17:25:00,75,58
FW_8,17:26:00,17:26:00,76,59
FW_8,17:28:00,17:28:00,77,60
FW_8,17:30:00,17:30:00,78,61
FW_8,17:32:00,17:32:00,79,62
FW_8,17:36:00,17:36:00,35_80,63
FW_8,17:38:00,17:38:00,81,64
FW_8,17:42:00,17:42:00,83,65
FW_8,17:50:00,17:50:00,85,66
FW_8,17:52:00,17:52:00,86,67
FW_8,17:55:00,17:55:00,87,68
FW_8,18:00:00,18:00:00,29_88,69
FW_8,18:02:00,18:02:00,91,70
FW_8,18:04:00,18:04:00,27_92,71
FW_8,18:05:00,18:05:00,93,72
FW_8,18:06:00,18:06:00,94,73
FW_8,18:06:30,18:06:30,95,74
FW_8,18:08:00,18:08:00,96,75
FW_8,18:09:00,18:09:00,97,76
FW_8,18:10:00,18:10:00,98,77
FW_8,18:12:00,18:12:00,99,78
FW_8,18:14:00,18:14:00,100,79
FW_8,18:15:00,18:15:00,101,80
FW_8,18:15:30,18:15:30,102,81
FW_8,18:16:00,18:16:00,103,82
FW_8,18:17:00,18:17:00,104,83
FW_8,18:22:00,18:22:00,11,84
FW_8,18:24:00,18:24:00,106_171,85
FW_9,17:20:00,17:20:00,55_58,42
FW_9,17:25:00,17:25:00,54_59,43
FW_9,17:32:00,17:32:00,53_60,44
FW_9,17:33:00,17:33:00,61,45
FW_9,17:34:00,17:34:00,50_63,46
FW_9,17:41:00,17:41:00,49_64,47
FW_9,17:43:00,17:43:00,48_65,48
FW_9,17:50:00,17:50:00,44_66,49
FW_9,17:57:00,17:57:00,43_67,50
FW_9,18:00:00,18:00:00,41_68,51
FW_9,18:02:00,18:02:00,69,52
FW_9,18:06:00,18:06:00,70,53
FW_9,18:15:00,18:15:00,40_71,54
FW_9,18:21:00,18:21:00,72,55
FW_9,18:22:00,18:22:00,38_73,56
FW_9,18:23:00,18:23:00,74,57
FW_9,18:25:00,18:25:00,75,58
FW_9,18:26:00,18:26:00,76,59
FW_9,18:28:00,18:28:00,77,60
FW_9,18:30:00,18:30:00,78,61
FW_9,18:32:00,18:32:00,79,62
FW_9,18:36:00,18:36:00,35_80,63
FW_9,18:38:00,18:38:00,81,64
FW_9,18:42:00,18:42:00,83,65
FW_9,18:50:00,18:50:00,85,66
FW_9,18:52:00,18:52:00,86,67
FW_9,18:55:00,18:55:00,87,68
FW_9,19:00:00,19:00:00,29_88,69
FW_9,19:02:00,19:02:00,91,70
FW_9,19:04:00,19:04:00,27_92,71
FW_9,19:05:00,19:05:00,93,72
FW_9,19:06:00,19:06:00,94,73
FW_9,19:06:30,19:06:30,95,74
FW_9,19:08:00,19:08:00,96,75
FW_9,19:09:00,19:09:00,97,76
FW_9,19:10:00,19:10:00,98,77
FW_9,19:12:00,19:12:00,99,78
FW_9,19:14:00,19:14:00,100,79
FW_9,19:15:00,19:15:00,101,80
FW_9,19:15:30,19:15:30,102,81
FW_9,19:16:00,19:16:00,103,82
FW_9,19:17:00,19:17:00,104,83
FW_9,19:22:00,19:22:00,11,84
FW_9,19:24:00,19:24:00,106_171,85
FW_10,18:20:00,18:20:00,55_58,42
FW_10,18:25:00,18:25:00,54_59,43
FW_10,18:32:00,18:32:00,53_60,44
FW_10,18:33:00,18:33:00,61,45
FW_10,18:34:00,18:34:00,50_63,46
FW_10,18:41:00,18:41:00,49_64,47
FW_10,18:43:00,18:43:00,48_65,48
FW_10,18:50:00,18:50:00,44_66,49
FW_10,18:57:00,18:57:00,43_67,50
FW_10,19:00:00,19:00:00,41_68,51
FW_10,19:02:00,19:02:00,69,52
FW_10,19:06:00,19:06:00,70,53
FW_10,19:15:00,19:15:00,40_71,54
FW_10,19:21:00,19:21:00,72,55
FW_10,19:22:00,19:22:00,38_73,56
FW_10,19:23:00,19:23:00,74,57
FW_10,19:25:00,19:25:00,75,58
FW_10,19:26:00,19:26:00,76,59
FW_10,19:28:00,19:28:00,77,60
FW_10,19:30:00,19:30:00,78,61
FW_10,19:32:00,19:32:00,79,62
FW_10,19:36:00,19:36:00,35_80,63
FW_10,19:38:00,19:38:00,81,64
FW_10,19:42:00,19:42:00,83,65
FW_10,19:50:00,19:50:00,85,66
FW_10,19:52:00,19:52:00,86,67
FW_10,19:55:00,19:55:00,87,68
FW_10,20:00:00,20:00:00,29_88,69
FW_10,20:02:00,20:02:00,91,70
FW_10,20:04:00,20:04:00,27_92,71
FW_10,20:05:00,20:05:00,93,72
FW_10,20:06:00,20:06:00,94,73
FW_10,20:06:30,20:06:30,95,74
FW_10,20:08:00,20:08:00,96,75
FW_10,20:09:00,20:09:00,97,76
FW_10,20:10:00,20:10:00,98,77
FW_10,20:12:00,20:12:00,99,78
FW_10,20:14:00,20:14:00,100,79
FW_10,20:15:00,20:15:00,101,80
FW_10,20:15:30,20:15:30,102,81
FW_10,20:16:00,20:16:00,103,82
FW_10,20:17:00,20:17:00,104,83
FW_10,20:22:00,20:22:00,11,84
FW_10,20:24:00,20:24:00,106_171,85
FW_11,19:20:00,19:20:00,55_58,42
FW_11,19:25:00,19:25:00,54_59,43
FW_11,19:32:00,19:32:00,53_60,44
FW_11,19:33:00,19:33:00,61,45
FW_11,19:34:00,19:34:00,50_63,46
FW_11,19:41:00,19:41:00,49_64,47
FW_11,19:43:00,19:43:00,48_65,48
FW_11,19:50:00,19:50:00,44_66,49
FW_11,19:57:00,19:57:00,43_67,50
FW_11,20:00:00,20:00:00,41_68,51
FW_11,20:02:00,20:02:00,69,52
FW_11,20:06:00,20:06:00,70,53
FW_11,20:15:00,20:15:00,40_71,54
FW_11,20:21:00,20:21:00,72,55
FW_11,20:22:00,20:22:00,38_73,56
FW_11,20:23:00,20:23:00,74,57
FW_11,20:25:00,20:25:00,75,58
FW_11,20:26:00,20:26:00,76,59
FW_11,20:28:00,20:28:00,77,60
FW_11,20:30:00,20:30:00,78,61
FW_11,20:32:00,20:32:00,79,62
FW_11,20:36:00,20:36:00,35_80,63
FW_11,20:38:00,20:38:00,81,64
FW_11,20:42:00,20:42:00,83,65
FW_11,20:50:00,20:50:00,85,66
FW_11,20:52:00,20:52:00,86,67
FW_11,20:55:00,20:55:00,87,68
FW_11,21:00:00,21:00:00,29_88,69
FW_11,21:02:00,21:02:00,91,70
FW_11,21:04:00,21:04:00,27_92,71
FW_11,21:05:00,21:05:00,93,72
FW_11,21:06:00,21:06:00,94,73
FW_11,21:06:30,21:06:30,95,74
FW_11,21:08:00,21:08:00,96,75
FW_11,21:09:00,21:09:00,97,76
FW_11,21:10:00,21:10:00,98,77
FW_11,21:12:00,21:12:00,99,78
FW_11,21:14:00,21:14:00,100,79
FW_11,21:15:00,21:15:00,101,80
FW_11,21:15:30,21:15:30,102,81
FW_11,21:16:00,21:16:00,103,82
FW_11,21:17:00,21:17:00,104,83
FW_11,21:22:00,21:22:00,11,84
FW_11,21:24:00,21:24:00,106_171,85
FW_12,20:20:00,20:20:00,55_58,42
FW_12,20:25:00,20:25:00,54_59,43
FW_12,20:32:00,20:32:00,53_60,44
FW_12,20:33:00,20:33:00,61,45
FW_12,20:34:00,20:34:00,50_63,46
FW_12,20:41:00,20:41:00,49_64,47
FW_12,20:43:00,20:43:00,48_65,48
FW_12,20:50:00,20:50:00,44_66,49
FW_12,20:57:00,20:57:00,43_67,50
FW_12,21:00:00,21:00:00,41_68,51
FW_12,21:02:00,21:02:00,69,52
FW_12,21:06:00,21:06:00,70,53
FW_12,21:15:00,21:15:00,40_71,54
FW_12,21:21:00,21:21:00,72,55
FW_12,21:22:00,21:22:00,38_73,56
FW_12,21:23:00,21:23:00,74,57
FW_12,21:25:00,21:25:00,75,58
FW_12,21:26:00,21:26:00,76,59
FW_12,21:28:00,21:28:00,77,60
FW_12,21:30:00,21:30:00,78,61
FW_12,21:32:00,21:32:00,79,62
FW_12,21:36:00,21:36:00,35_80,63
FW_12,21:38:00,21:38:00,81,64
FW_12,21:42:00,21:42:00,83,65
FW_12,21:50:00,21:50:00,85,66
FW_12,21:52:00,21:52:00,86,67
FW_12,21:55:00,21:55:00,87,68
FW_12,22:00:00,22:00:00,29_88,69
FW_12,22:02:00,22:02:00,91,70
FW_12,22:04:00,22:04:00,27_92,71
FW_12,22:05:00,22:05:00,93,72
FW_12,22:06:00,22:06:00,94,73
FW_12,22:06:30,22:06:30,95,74
FW_12,22:08:00,22:08:00,96,75
FW_12,22:09:00,22:09:00,97,76
FW_12,22:10:00,22:10:00,98,77
FW_12,22:12:00,22:12:00,99,78
FW_12,22:14:00,22:14:00,100,79
FW_12,22:15:00,22:15:00,101,80
FW_12,22:15:30,22:15:30,102,81
FW_12,22:16:00,22:16:00,103,82
FW_12,22:17:00,22:17:00,104,83
FW_12,22:22:00,22:22:00,11,84
FW_12,22:24:00,22:24:00,106_171,85
WFS_1,10:00:00,10:00:00,106_171,1
WFS_1,10:05:00,10:05:00,14,2
WFS_1,10:06:00,10:06:00,16,3
WFS_1,10:07:00,10:07:00,17,4
WFS_1,10:08:00,10:08:00,18,5
WFS_1,10:09:00,10:09:00,19,6
WFS_1,10:10:00,10:10:00,20,7
WFS_1,10:12:00,10:12:00,21,8
WFS_1,10:13:00,10:13:00,22,9
WFS_1,10:14:00,10:14:00,23,10
WFS_1,10:15:00,10:15:00,24,11
WFS_1,10:16:00,10:16:00,25,12
WFS_1,10:17:00,10:17:00,26,13
WFS_1,10:18:00,10:18:00,27_92,14
WFS_1,10:20:00,10:20:00,28,15
WFS_1,10:22:00,10:22:00,29_88,16
WFS_1,10:24:00,10:24:00,30,17
WFS_1,10:26:00,10:26:00,31,18
WFS_1,10:38:00,10:38:00,32,19
WFS_1,10:39:00,10:39:00,33,20
WFS_1,10:40:00,10:40:00,34,21
WFS_1,10:46:00,10:46:00,35_80,22
WFS_1,10:57:00,10:57:00,36,23
WFS_1,11:01:00,11:01:00,37,24
WFS_1,11:07:00,11:07:00,38_73,25
WFS_1,11:16:00,11:16:00,40_71,26
WFS_1,11:20:00,11:20:00,41_68,27
WFS_1,11:22:00,11:22:00,42,28
WFS_1,11:25:00,11:25:00,43_67,29
WFS_1,11:32:00,11:32:00,44_66,30
WFS_1,11:33:00,11:33:00,46,31
WFS_1,11:34:00,11:34:00,47,32
WFS_1,11:35:00,11:35:00,45,33
WFS_1,11:41:00,11:41:00,48_65,34
WFS_1,11:42:00,11:42:00,49_64,35
WFS_1,11:49:00,11:49:00,50_63,36
WFS_1,11:50:00,11:50:00,51,37
WFS_1,11:51:00,11:51:00,53_60,38
WFS_1,11:56:00,11:56:00,54_59,39
WFS_1,12:00:00,12:00:00,55_58,40
WFS_1,12:08:00,12:08:00,56,41
WFS_2,11:00:00,11:00:00,106_171,1
WFS_2,11:05:00,11:05:00,14,2
WFS_2,11:06:00,11:06:00,16,3
WFS_2,11:07:00,11:07:00,17,4
WFS_2,11:08:00,11:08:00,18,5
WFS_2,11:09:00,11:09:00,19,6
WFS_2,11:10:00,11:10:00,20,7
WFS_2,11:12:00,11:12:00,21,8
WFS_2,11:13:00,11:13:00,22,9
WFS_2,11:14:00,11:14:00,23,10
WFS_2,11:15:00,11:15:00,24,11
WFS_2,11:16:00,11:16:00,25,12
WFS_2,11:17:00,11:17:00,26,13
WFS_2,11:18:00,11:18:00,27_92,14
WFS_2,11:20:00,11:20:00,28,15
WFS_2,11:22:00,11:22:00,29_88,16
WFS_2,11:24:00,11:24:00,30,17
WFS_2,11:26:00,11:26:00,31,18
WFS_2,11:38:00,11:38:00,32,19
WFS_2,11:39:00,11:39:00,33,20
WFS_2,11:40:00,11:40:00,34,21
WFS_2,11:46:00,11:46:00,35_80,22
WFS_2,11:57:00,11:57:00,36,23
WFS_2,12:01:00,12:01:00,37,24
WFS_2,12:07:00,12:07:00,38_73,25
WFS_2,12:16:00,12:16:00,40_71,26
WFS_2,12:20:00,12:20:00,41_68,27
WFS_2,12:22:00,12:22:00,42,28
WFS_2,12:25:00,12:25:00,43_67,29
WFS_2,12:32:00,12:32:00,44_66,30
WFS_2,12:33:00,12:33:00,46,31
WFS_2,12:34:00,12:34:00,47,32
WFS_2,12:35:00,12:35:00,45,33
WFS_2,12:41:00,12:41:00,48_65,34
WFS_2,12:42:00,12:42:00,49_64,35
WFS_2,12:49:00,12:49:00,50_63,36
WFS_2,12:50:00,12:50:00,51,37
WFS_2,12:51:00,12:51:00,53_60,38
WFS_2,12:56:00,12:56:00,54_59,39
WFS_2,13:00:00,13:00:00,55_58,40
WFS_2,13:08:00,13:08:00,56,41
WFS_3,12:00:00,12:00:00,106_171,1
WFS_3,12:05:00,12:05:00,14,2
WFS_3,12:06:00,12:06:00,16,3
WFS_3,12:07:00,12:07:00,17,4
WFS_3,12:08:00,12:08:00,18,5
WFS_3,12:09:00,12:09:00,19,6
WFS_3,12:10:00,12:10:00,20,7
WFS_3,12:12:00,12:12:00,21,8
WFS_3,12:13:00,12:13:00,22,9
WFS_3,12:14:00,12:14:00,23,10
WFS_3,12:15:00,12:15:00,24,11
WFS_3,12:16:00,12:16:00,25,12
WFS_3,12:17:00,12:17:00,26,13
WFS_3,12:18:00,12:18:00,27_92,14
WFS_3,12:20:00,12:20:00,28,15
WFS_3,12:22:00,12:22:00,29_88,16
WFS_3,12:24:00,12:24:00,30,17
WFS_3,12:26:00,12:26:00,31,18
WFS_3,12:38:00,12:38:00,32,19
WFS_3,12:39:00,12:39:00,33,20
WFS_3,12:40:00,12:40:00,34,21
WFS_3,12:46:00,12:46:00,35_80,22
WFS_3,12:57:00,12:57:00,36,23
WFS_3,13:01:00,13:01:00,37,24
WFS_3,13:07:00,13:07:00,38_73,25
WFS_3,13:16:00,13:16:00,40_71,26
WFS_3,13:20:00,13:20:00,41_68,27
WFS_3,13:22:00,13:22:00,42,28
WFS_3,13:25:00,13:25:00,43_67,29
WFS_3,13:32:00,13:32:00,44_66,30
WFS_3,13:33:00,13:33:00,46,31
WFS_3,13:34:00,13:34:00,47,32
WFS_3,13:35:00,13:35:00,45,33
WFS_3,13:41:00,13:41:00,48_65,34
WFS_3,13:42:00,13:42:00,49_64,35
WFS_3,13:49:00,13:49:00,50_63,36
WFS_3,13:50:00,13:50:00,51,37
WFS_3,13:51:00,13:51:00,53_60,38
WFS_3,13:56:00,13:56:00,54_59,39
WFS_3,14:00:00,14:00:00,55_58,40
WFS_3,14:08:00,14:08:00,56,41
WFS_4,13:00:00,13:00:00,106_171,1
WFS_4,13:05:00,13:05:00,14,2
WFS_4,13:06:00,13:06:00,16,3
WFS_4,13:07:00,13:07:00,17,4
WFS_4,13:08:00,13:08:00,18,5
WFS_4,13:09:00,13:09:00,19,6
WFS_4,13:10:00,13:10:00,20,7
WFS_4,13:12:00,13:12:00,21,8
WFS_4,13:13:00,13:13:00,22,9
WFS_4,13:14:00,13:14:00,23,10
WFS_4,13:15:00,13:15:00,24,11
WFS_4,13:16:00,13:16:00,25,12
WFS_4,13:17:00,13:17:00,26,13
WFS_4,13:18:00,13:18:00,27_92,14
WFS_4,13:20:00,13:20:00,28,15
WFS_4,13:22:00,13:22:00,29_88,16
WFS_4,13:24:00,13:24:00,30,17
WFS_4,13:26:00,13:26:00,31,18
WFS_4,13:38:00,13:38:00,32,19
WFS_4,13:39:00,13:39:00,33,20
WFS_4,13:40:00,13:40:00,34,21
WFS_4,13:46:00,13:46:00,35_80,22
WFS_4,13:57:00,13:57:00,36,23
WFS_4,14:01:00,14:01:00,37,24
WFS_4,14:07:00,14:07:00,38_73,25
WFS_4,14:16:00,14:16:00,40_71,26
WFS_4,14:20:00,14:20:00,41_68,27
WFS_4,14:22:00,14:22:00,42,28
WFS_4,14:25:00,14:25:00,43_67,29
WFS_4,14:32:00,14:32:00,44_66,30
WFS_4,14:33:00,14:33:00,46,31
WFS_4,14:34:00,14:34:00,47,32
WFS_4,14:35:00,14:35:00,45,33
WFS_4,14:41:00,14:41:00,48_65,34
WFS_4,14:42:00,14:42:00,49_64,35
WFS_4,14:49:00,14:49:00,50_63,36
WFS_4,14:50:00,14:50:00,51,37
WFS_4,14:51:00,14:51:00,53_60,38
WFS_4,14:56:00,14:56:00,54_59,39
WFS_4,15:00:00,15:00:00,55_58,40
WFS_4,15:08:00,15:08:00,56,41
WFS_5,14:00:00,14:00:00,106_171,1
WFS_5,14:05:00,14:05:00,14,2
WFS_5,14:06:00,14:06:00,16,3
WFS_5,14:07:00,14:07:00,17,4
WFS_5,14:08:00,14:08:00,18,5
WFS_5,14:09:00,14:09:00,19,6
WFS_5,14:10:00,14:10:00,20,7
WFS_5,14:12:00,14:12:00,21,8
WFS_5,14:13:00,14:13:00,22,9
WFS_5,14:14:00,14:14:00,23,10
WFS_5,14:15:00,14:15:00,24,11
WFS_5,14:16:00,14:16:00,25,12
WFS_5,14:17:00,14:17:00,26,13
WFS_5,14:18:00,14:18:00,27_92,14
WFS_5,14:20:00,14:20:00,28,15
WFS_5,14:22:00,14:22:00,29_88,16
WFS_5,14:24:00,14:24:00,30,17
WFS_5,14:26:00,14:26:00,31,18
WFS_5,14:38:00,14:38:00,32,19
WFS_5,14:39:00,14:39:00,33,20
WFS_5,14:40:00,14:40:00,34,21
WFS_5,14:46:00,14:46:00,35_80,22
WFS_5,14:57:00,14:57:00,36,23
WFS_5,15:01:00,15:01:00,37,24
WFS_5,15:07:00,15:07:00,38_73,25
WFS_5,15:16:00,15:16:00,40_71,26
WFS_5,15:20:00,15:20:00,41_68,27
WFS_5,15:22:00,15:22:00,42,28
WFS_5,15:25:00,15:25:00,43_67,29
WFS_5,15:32:00,15:32:00,44_66,30
WFS_5,15:33:00,15:33:00,46,31
WFS_5,15:34:00,15:34:00,47,32
WFS_5,15:35:00,15:35:00,45,33
WFS_5,15:41:00,15:41:00,48_65,34
WFS_5,15:42:00,15:42:00,49_64,35
WFS_5,15:49:00,15:49:00,50_63,36
WFS_5,15:50:00,15:50:00,51,37
WFS_5,15:51:00,15:51:00,53_60,38
WFS_5,15:56:00,15:56:00,54_59,39
WFS_5,16:00:00,16:00:00,55_58,40
WFS_5,16:08:00,16:08:00,56,41
WFS_6,15:00:00,15:00:00,106_171,1
WFS_6,15:05:00,15:05:00,14,2
WFS_6,15:06:00,15:06:00,16,3
WFS_6,15:07:00,15:07:00,17,4
WFS_6,15:08:00,15:08:00,18,5
WFS_6,15:09:00,15:09:00,19,6
WFS_6,15:10:00,15:10:00,20,7
WFS_6,15:12:00,15:12:00,21,8
WFS_6,15:13:00,15:13:00,22,9
WFS_6,15:14:00,15:14:00,23,10
WFS_6,15:15:00,15:15:00,24,11
WFS_6,15:16:00,15:16:00,25,12
WFS_6,15:17:00,15:17:00,26,13
WFS_6,15:18:00,15:18:00,27_92,14
WFS_6,15:20:00,15:20:00,28,15
WFS_6,15:22:00,15:22:00,29_88,16
WFS_6,15:24:00,15:24:00,30,17
WFS_6,15:26:00,15:26:00,31,18
WFS_6,15:38:00,15:38:00,32,19
WFS_6,15:39:00,15:39:00,33,20
WFS_6,15:40:00,15:40:00,34,21
WFS_6,15:46:00,15:46:00,35_80,22
WFS_6,15:57:00,15:57:00,36,23
WFS_6,16:01:00,16:01:00,37,24
WFS_6,16:07:00,16:07:00,38_73,25
WFS_6,16:16:00,16:16:00,40_71,26
WFS_6,16:20:00,16:20:00,41_68,27
WFS_6,16:22:00,16:22:00,42,28
WFS_6,16:25:00,16:25:00,43_67,29
WFS_6,16:32:00,16:32:00,44_66,30
WFS_6,16:33:00,16:33:00,46,31
WFS_6,16:34:00,16:34:00,47,32
WFS_6,16:35:00,16:35:00,45,33
WFS_6,16:41:00,16:41:00,48_65,34
WFS_6,16:42:00,16:42:00,49_64,35
WFS_6,16:49:00,16:49:00,50_63,36
WFS_6,16:50:00,16:50:00,51,37
WFS_6,16:51:00,16:51:00,53_60,38
WFS_6,16:56:00,16:56:00,54_59,39
WFS_6,17:00:00,17:00:00,55_58,40
WFS_6,17:08:00,17:08:00,56,41
FWS_1,12:20:00,12:20:00,55_58,42
FWS_1,12:25:00,12:25:00,54_59,43
